x,y,dx,dy,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.16325893e+01,-1.71017373e+00,0.00000000e+00,0.00000000e+00,
1.17547932e+01,-1.54622257e+00,0.00000000e+00,0.00000000e+00,
1.15764704e+01,-1.40476656e+00,0.00000000e+00,0.00000000e+00,
1.17011433e+01,-1.42288196e+00,0.00000000e+00,0.00000000e+00,
1.16847887e+01,-1.40518570e+00,0.00000000e+00,0.00000000e+00,
1.15811672e+01,-1.41617751e+00,0.00000000e+00,0.00000000e+00,
1.16114006e+01,-1.46578181e+00,0.00000000e+00,0.00000000e+00,
1.12121744e+01,-1.26974392e+00,-1.26119661e+00,2.28459150e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.14756718e+01,-1.58193004e+00,0.00000000e+00,0.00000000e+00,
1.16048174e+01,-1.41541541e+00,0.00000000e+00,0.00000000e+00,
1.14157324e+01,-1.27162135e+00,0.00000000e+00,0.00000000e+00,
1.15458717e+01,-1.29022324e+00,0.00000000e+00,0.00000000e+00,
1.15295677e+01,-1.28239846e+00,0.00000000e+00,0.00000000e+00,
1.14214783e+01,-1.28281105e+00,0.00000000e+00,0.00000000e+00,
1.14485731e+01,-1.32980072e+00,0.00000000e+00,0.00000000e+00,
1.10606489e+01,-1.16913867e+00,-1.29073524e+00,2.34689385e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.13181973e+01,-1.46324062e+00,0.00000000e+00,0.00000000e+00,
1.14534130e+01,-1.29470026e+00,0.00000000e+00,0.00000000e+00,
1.12553043e+01,-1.14945340e+00,0.00000000e+00,0.00000000e+00,
1.13886986e+01,-1.16854382e+00,0.00000000e+00,0.00000000e+00,
1.13736935e+01,-1.17218375e+00,0.00000000e+00,0.00000000e+00,
1.12626286e+01,-1.16033113e+00,0.00000000e+00,0.00000000e+00,
1.12848177e+01,-1.20522940e+00,0.00000000e+00,0.00000000e+00,
1.09126348e+01,-1.07572246e+00,-1.31180501e+00,2.39842340e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.11615639e+01,-1.35433400e+00,0.00000000e+00,0.00000000e+00,
1.13022871e+01,-1.18429708e+00,0.00000000e+00,0.00000000e+00,
1.10961370e+01,-1.03857088e+00,0.00000000e+00,0.00000000e+00,
1.12312975e+01,-1.05876434e+00,0.00000000e+00,0.00000000e+00,
1.12184486e+01,-1.07469201e+00,0.00000000e+00,0.00000000e+00,
1.11056623e+01,-1.04982078e+00,0.00000000e+00,0.00000000e+00,
1.11214046e+01,-1.09282506e+00,0.00000000e+00,0.00000000e+00,
1.07705851e+01,-5.75808346e-01,-1.32549894e+00,2.64850318e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.09850512e+01,-1.14881885e+00,0.00000000e+00,0.00000000e+00,
1.11165257e+01,-9.66798842e-01,0.00000000e+00,0.00000000e+00,
1.09398117e+01,-8.15305233e-01,0.00000000e+00,0.00000000e+00,
1.10499382e+01,-8.40875030e-01,0.00000000e+00,0.00000000e+00,
1.10421400e+01,-8.60520601e-01,0.00000000e+00,0.00000000e+00,
1.09573460e+01,-8.37099195e-01,0.00000000e+00,0.00000000e+00,
1.09645329e+01,-9.11723614e-01,0.00000000e+00,0.00000000e+00,
1.06390934e+01,-4.91708755e-01,-1.32455826e+00,2.67697781e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.08351183e+01,-9.70681012e-01,0.00000000e+00,0.00000000e+00,
1.09760637e+01,-7.75624216e-01,0.00000000e+00,0.00000000e+00,
1.07844687e+01,-6.18146479e-01,0.00000000e+00,0.00000000e+00,
1.08978767e+01,-6.53069198e-01,0.00000000e+00,0.00000000e+00,
1.08965073e+01,-6.81348860e-01,0.00000000e+00,0.00000000e+00,
1.08103056e+01,-6.43818438e-01,0.00000000e+00,0.00000000e+00,
1.08098812e+01,-7.19126463e-01,0.00000000e+00,0.00000000e+00,
1.05337477e+01,-4.17472333e-01,-1.29488087e+00,2.67825812e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.07025757e+01,-8.08168590e-01,0.00000000e+00,0.00000000e+00,
1.08486633e+01,-6.00697756e-01,0.00000000e+00,0.00000000e+00,
1.06463041e+01,-4.38666105e-01,0.00000000e+00,0.00000000e+00,
1.07585201e+01,-4.72573578e-01,0.00000000e+00,0.00000000e+00,
1.07684555e+01,-5.13600171e-01,0.00000000e+00,0.00000000e+00,
1.06784306e+01,-4.59677607e-01,0.00000000e+00,0.00000000e+00,
1.06691074e+01,-5.30021310e-01,0.00000000e+00,0.00000000e+00,
1.04622259e+01,-3.66730362e-01,-1.23108053e+00,2.64152408e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.05974998e+01,-6.70718431e-01,0.00000000e+00,0.00000000e+00,
1.07397480e+01,-4.55067575e-01,0.00000000e+00,0.00000000e+00,
1.05359325e+01,-2.94431210e-01,0.00000000e+00,0.00000000e+00,
1.06405201e+01,-3.16506654e-01,0.00000000e+00,0.00000000e+00,
1.06668139e+01,-3.75655860e-01,0.00000000e+00,0.00000000e+00,
1.05736103e+01,-3.01046014e-01,0.00000000e+00,0.00000000e+00,
1.05533152e+01,-3.60925645e-01,0.00000000e+00,0.00000000e+00,
1.04317217e+01,-3.28440309e-01,-1.13043022e+00,2.57084280e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.05303955e+01,-5.61470091e-01,0.00000000e+00,0.00000000e+00,
1.06573267e+01,-3.38116288e-01,0.00000000e+00,0.00000000e+00,
1.04653158e+01,-1.85372099e-01,0.00000000e+00,0.00000000e+00,
1.05559063e+01,-1.90916568e-01,0.00000000e+00,0.00000000e+00,
1.06014156e+01,-2.71592021e-01,0.00000000e+00,0.00000000e+00,
1.05077801e+01,-1.70310944e-01,0.00000000e+00,0.00000000e+00,
1.04762955e+01,-2.14879498e-01,0.00000000e+00,0.00000000e+00,
1.04554129e+01,-3.01385671e-01,-9.80051994e-01,2.45651856e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.05110092e+01,-4.79649454e-01,0.00000000e+00,0.00000000e+00,
1.06114950e+01,-2.50527829e-01,0.00000000e+00,0.00000000e+00,
1.04426661e+01,-1.13127083e-01,0.00000000e+00,0.00000000e+00,
1.05162210e+01,-1.01806544e-01,0.00000000e+00,0.00000000e+00,
1.05820913e+01,-2.03271121e-01,0.00000000e+00,0.00000000e+00,
1.04896173e+01,-7.31291100e-02,0.00000000e+00,0.00000000e+00,
1.04491110e+01,-9.60062221e-02,0.00000000e+00,0.00000000e+00,
1.05405979e+01,-2.80583382e-01,-7.80456245e-01,2.30264351e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.05494509e+01,-4.25166368e-01,0.00000000e+00,0.00000000e+00,
1.06153622e+01,-1.97299629e-01,0.00000000e+00,0.00000000e+00,
1.04739208e+01,-8.15658644e-02,0.00000000e+00,0.00000000e+00,
1.05340967e+01,-5.97976670e-02,0.00000000e+00,0.00000000e+00,
1.06178265e+01,-1.72436982e-01,0.00000000e+00,0.00000000e+00,
1.05233068e+01,-2.16342900e-02,0.00000000e+00,0.00000000e+00,
1.04797506e+01,-1.50726307e-02,0.00000000e+00,0.00000000e+00,
1.07031164e+01,-2.70462185e-01,-5.16880393e-01,2.09516302e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.05849562e+01,-3.84121895e-01,0.00000000e+00,0.00000000e+00,
1.06272745e+01,-1.84750915e-01,0.00000000e+00,0.00000000e+00,
1.05067015e+01,-7.94900432e-02,0.00000000e+00,0.00000000e+00,
1.05567350e+01,-5.13624214e-02,0.00000000e+00,0.00000000e+00,
1.06364784e+01,-1.93107173e-01,0.00000000e+00,0.00000000e+00,
1.05575333e+01,-2.32328773e-02,0.00000000e+00,0.00000000e+00,
1.05035267e+01,1.18643390e-02,0.00000000e+00,0.00000000e+00,
1.09506998e+01,-2.65139282e-01,-1.89041495e-01,1.83669642e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.06653795e+01,-3.56255531e-01,0.00000000e+00,0.00000000e+00,
1.06859512e+01,-2.01617032e-01,0.00000000e+00,0.00000000e+00,
1.05791636e+01,-1.01965517e-01,0.00000000e+00,0.00000000e+00,
1.06239672e+01,-6.97824508e-02,0.00000000e+00,0.00000000e+00,
1.06919508e+01,-2.47182354e-01,0.00000000e+00,0.00000000e+00,
1.06329622e+01,-6.45347685e-02,0.00000000e+00,0.00000000e+00,
1.05633039e+01,-3.26305418e-03,0.00000000e+00,0.00000000e+00,
1.12839317e+01,-2.64936060e-01,1.96050823e-01,1.53360918e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.08137531e+01,-3.45187724e-01,0.00000000e+00,0.00000000e+00,
1.08190603e+01,-2.41576463e-01,0.00000000e+00,0.00000000e+00,
1.07120543e+01,-1.45177394e-01,0.00000000e+00,0.00000000e+00,
1.07579613e+01,-1.15080960e-01,0.00000000e+00,0.00000000e+00,
1.08067493e+01,-3.23648095e-01,0.00000000e+00,0.00000000e+00,
1.07692795e+01,-1.41030744e-01,0.00000000e+00,0.00000000e+00,
1.06821651e+01,-4.98176999e-02,0.00000000e+00,0.00000000e+00,
1.17120705e+01,-2.68566906e-01,6.43132746e-01,1.18230902e-01,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.10327911e+01,-3.56276870e-01,0.00000000e+00,0.00000000e+00,
1.10633154e+01,-2.97274649e-01,0.00000000e+00,0.00000000e+00,
1.09173145e+01,-2.12683886e-01,0.00000000e+00,0.00000000e+00,
1.09877052e+01,-1.94036916e-01,0.00000000e+00,0.00000000e+00,
1.09881926e+01,-3.97555709e-01,0.00000000e+00,0.00000000e+00,
1.09763880e+01,-2.70371765e-01,0.00000000e+00,0.00000000e+00,
1.08803530e+01,-1.17642418e-01,0.00000000e+00,0.00000000e+00,
1.22592602e+01,-2.76601046e-01,1.17126763e+00,7.68130571e-02,
7.90000000e+01,1.90000000e+01,1.53630802e+09,0.00000000e+00,
1.13442478e+01,-3.62370044e-01,0.00000000e+00,0.00000000e+00,
1.14093904e+01,-3.32715005e-01,0.00000000e+00,0.00000000e+00,
1.11967487e+01,-2.67690629e-01,0.00000000e+00,0.00000000e+00,
1.13071976e+01,-2.67997921e-01,0.00000000e+00,0.00000000e+00,
